O.S;Frota;Modelo;Descrição da O.S
165488164;103506;Plant.Cana TMA 2 Linhas;"E_SAFRA 16,00_2 -  MONTAR PLANTADORA APOS REVISAR
"
165488165;140067;Plant.Cana TMA 2 Linhas;"E_SAFRA 16,00_2 -  MONTAR PLANTADORA APOS REVISAR
"
165488166;361219;Plant.Cana TMA 2 Linhas;"E_SAFRA 16,00_2 -  MONTAR PLANTADORA APOS REVISAR
"
165488167;37062;Plant.Cana TMA 2 Linhas;"E_SAFRA 16,00_2 -DESMONTAR PARA REVISAR
"
165488168;103504;Plant.Cana TMA 2 Linhas;"E_SAFRA 16,00_2 -DESMONTAR PARA REVISAR
"
165488365;100772;Case Puma 230 4x4;"A_SS_MEC_P_2,00_1,00 - Inspeção realizada no sistema elétrico. Trocar os faróis dianteiros L/E e L/D estão fosocos e ofuscados. 8139232_1, 8136229_1 MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO  RETIRADO RAFAEL DOMIGUES
"
165488788;100806;Case Puma 230 4x4;"A_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema da cabine. Trocar os amortecedores da cabine L/E e L/D, estão danificados.   8138302_2             f-208
"
165488834;100817;Case Puma 230 4x4;"A_MT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de motor. Trocar carcaça do filtro de ar do motor completa, esta quebrada.  8162187_2 8150436_1 8129943_1   (P5)           f-208MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO
"
165488169;103505;Plant.Cana TMA 2 Linhas;"E_SAFRA 16,00_2 -DESMONTAR PARA REVISAR
"
165488170;103506;Plant.Cana TMA 2 Linhas;"E_SAFRA 16,00_2 -DESMONTAR PARA REVISAR
"
165488171;140067;Plant.Cana TMA 2 Linhas;"E_SAFRA 16,00_2 -DESMONTAR PARA REVISAR
"
165488172;361219;Plant.Cana TMA 2 Linhas;"E_SAFRA 16,00_2 -DESMONTAR PARA REVISAR
"
165488173;37062;Plant.Cana TMA 2 Linhas;"E_SAFRA_2,00_2 - DESMONTAR BICA DE DESCARGA DE MUDAS
"
165488174;103504;Plant.Cana TMA 2 Linhas;"E_SAFRA_2,00_2 - DESMONTAR BICA DE DESCARGA DE MUDAS
"
165488175;103505;Plant.Cana TMA 2 Linhas;"E_SAFRA_2,00_2 - DESMONTAR BICA DE DESCARGA DE MUDAS
"
165488176;103506;Plant.Cana TMA 2 Linhas;"E_SAFRA_2,00_2 - DESMONTAR BICA DE DESCARGA DE MUDAS
"
165488177;140067;Plant.Cana TMA 2 Linhas;"E_SAFRA_2,00_2 - DESMONTAR BICA DE DESCARGA DE MUDAS
"
165488178;361219;Plant.Cana TMA 2 Linhas;"E_SAFRA_2,00_2 - DESMONTAR BICA DE DESCARGA DE MUDAS
"
165488181;37062;Plant.Cana TMA 2 Linhas;"E_SAFRA_2,00_2 - MONTAR BICA DE DESCARGA DE MUDAS
"
165488183;103504;Plant.Cana TMA 2 Linhas;"E_SAFRA_2,00_2 - MONTAR BICA DE DESCARGA DE MUDAS
"
165488184;103505;Plant.Cana TMA 2 Linhas;"E_SAFRA_2,00_2 - MONTAR BICA DE DESCARGA DE MUDAS
"
165488185;103506;Plant.Cana TMA 2 Linhas;"E_SAFRA_2,00_2 - MONTAR BICA DE DESCARGA DE MUDAS
"
165488186;140067;Plant.Cana TMA 2 Linhas;"E_SAFRA_2,00_2 - MONTAR BICA DE DESCARGA DE MUDAS
"
165488187;361219;Plant.Cana TMA 2 Linhas;"E_SAFRA_2,00_2 - MONTAR BICA DE DESCARGA DE MUDAS
"
165488188;37062;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR BICA DE DESCARGA DE MUDAS
"
165488193;103504;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR BICA DE DESCARGA DE MUDAS
"
165488194;103505;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR BICA DE DESCARGA DE MUDAS
"
165488195;103506;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR BICA DE DESCARGA DE MUDAS
"
165488196;140067;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR BICA DE DESCARGA DE MUDAS
"
165488197;361219;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR BICA DE DESCARGA DE MUDAS
"
165488198;37062;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR ESTEIRA ALIMENTADORA
"
165488200;103504;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR ESTEIRA ALIMENTADORA
"
165488201;103505;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR ESTEIRA ALIMENTADORA
"
165488202;103506;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR ESTEIRA ALIMENTADORA
"
165488203;140067;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR ESTEIRA ALIMENTADORA
"
165488204;361219;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR ESTEIRA ALIMENTADORA
"
165488221;37062;Plant.Cana TMA 2 Linhas;"E_SAFRA 5,00_2 - DESMONTAR CABEÇALHO
"
165488223;103504;Plant.Cana TMA 2 Linhas;"E_SAFRA 5,00_2 - DESMONTAR CABEÇALHO
"
165488224;103505;Plant.Cana TMA 2 Linhas;"E_SAFRA 5,00_2 - DESMONTAR CABEÇALHO
"
165488225;103506;Plant.Cana TMA 2 Linhas;"E_SAFRA 5,00_2 - DESMONTAR CABEÇALHO
"
165488226;140067;Plant.Cana TMA 2 Linhas;"E_SAFRA 5,00_2 - DESMONTAR CABEÇALHO
"
165488227;361219;Plant.Cana TMA 2 Linhas;"E_SAFRA 5,00_2 - DESMONTAR CABEÇALHO
"
165489497;25854;Plant. Cana ATA PCP 1102;"E_Safra_3,00_1 Realizar aplicação de L.P.  6010879_1; 6013651_1.


"
165488229;37062;Plant.Cana TMA 2 Linhas;"E_SAFRA 5,00_2 - MONTAR CABEÇALHO APOS REVISAR
"
165489500;25855;Plant. Cana ATA PCP 1102;"E_Safra_3,00_1 Realizar aplicação de L.P.  6010879_1; 6013651_1.



"
165489502;25856;Plant. Cana ATA PCP 1102;"E_Safra_3,00_1 Realizar aplicação de L.P.  6010879_1; 6013651_1.



"
165488231;103504;Plant.Cana TMA 2 Linhas;"E_SAFRA 5,00_2 - MONTAR CABEÇALHO APOS REVISAR
"
165489979;100781;Case Puma 230 4x4;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema da cabine. Trocar os amortecedores  traseiros da cabine L/E e L/D, Está ruim 8138302_2.MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO 
"
165489983;100796;Case Puma 230 4x4;"A_V_P_MEC_1,00_1,00 - Inspeção realizada no sistema Hidráulico. Trocar o kit de reparo do comando traseiro. Está vazando. 8130009_4.
"
165489984;100787;Case Puma 230 4x4;"A_V_P_MEC_1,00_1,00 - Inspeção realizada no sistema Hidráulico. Trocar o kit de reparo do comando traseiro. Está vazando. 8130009_4.MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO
"
165490013;98295;MB Axor3131 8x4 Trans.CCT;"A_SS_P_MEC_2,00_2,00 - Inspeção realizada no sistema da cabine.Trocar o tirante do retrovisor L/E e L/D .Está quebrado.    8158854_2.     MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO 
"
165488232;103505;Plant.Cana TMA 2 Linhas;"E_SAFRA 5,00_2 - MONTAR CABEÇALHO APOS REVISAR
"
165490029;100803;Case Puma 230 4x4;"A_SS_P_MEC_2,00_1,00 - Inspeção realizada no sistema do tanque de combustivel. Trocar a cinta do tanque. Está quebrada. 8139286_1.
"
165488233;103506;Plant.Cana TMA 2 Linhas;"E_SAFRA 5,00_2 - MONTAR CABEÇALHO APOS REVISAR
"
165488234;140067;Plant.Cana TMA 2 Linhas;"E_SAFRA 5,00_2 - MONTAR CABEÇALHO APOS REVISAR
"
165488235;361219;Plant.Cana TMA 2 Linhas;"E_SAFRA 5,00_2 - MONTAR CABEÇALHO APOS REVISAR
"
165487888;100794;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO DE CHEKLIST (DEVOLUÇÃO)
"
165487892;23250;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO DE CHEKLIST (DEVOLUÇÃO)
"
165487893;50918;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO DE CHEKLIST (DEVOLUÇÃO)
"
165490478;37062;Plant.Cana TMA 2 Linhas;"E_SAFRA 16,00_2 - REVISAR CABEÇALHO SUPERIOR E INFERIOR 8175389_ 04 8175377_04 8126369_02 8136338_01 8126370_01 8125571_02 8125884_06 8136250_02  8136327_02  8143477_02
"
165490480;103504;Plant.Cana TMA 2 Linhas;"E_SAFRA 16,00_2 - REVISAR CABEÇALHO SUPERIOR E INFERIOR 8175389_ 04 8175377_04 8126369_02 8136338_01 8126370_01 8125571_02 8125884_06 8136250_02  8136327_02  8143477_02
"
165490481;103505;Plant.Cana TMA 2 Linhas;"E_SAFRA 16,00_2 - REVISAR CABEÇALHO SUPERIOR E INFERIOR 8175389_ 04 8175377_04 8126369_02 8136338_01 8126370_01 8125571_02 8125884_06 8136250_02  8136327_02  8143477_02
"
165490482;103506;Plant.Cana TMA 2 Linhas;"E_SAFRA 16,00_2 - REVISAR CABEÇALHO SUPERIOR E INFERIOR 8175389_ 04 8175377_04 8126369_02 8136338_01 8126370_01 8125571_02 8125884_06 8136250_02  8136327_02  8143477_02
"
165490483;140067;Plant.Cana TMA 2 Linhas;"E_SAFRA 16,00_2 - REVISAR CABEÇALHO SUPERIOR E INFERIOR 8175389_ 04 8175377_04 8126369_02 8136338_01 8126370_01 8125571_02 8125884_06 8136250_02  8136327_02  8143477_02
"
165487894;50926;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO DE CHEKLIST (DEVOLUÇÃO)
"
165487895;100766;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO DE CHEKLIST (DEVOLUÇÃO)
"
165487896;100768;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO DE CHEKLIST (DEVOLUÇÃO)
"
165487897;100778;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO DE CHEKLIST (DEVOLUÇÃO)
"
165487898;100789;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO DE CHEKLIST (DEVOLUÇÃO)
"
165490490;37062;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR SULCADOR DIANTEIRO E ASA 8136324_02 8117781_16 8152615_02 8136325_02 8136337_02 8136336_02  8136132_02 8136169_08
"
165490496;103504;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR SULCADOR DIANTEIRO E ASA 8136324_02 8117781_16 8152615_02 8136325_02 8136337_02 8136336_02  8136132_02 8136169_08
"
165490497;103505;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR SULCADOR DIANTEIRO E ASA 8136324_02 8117781_16 8152615_02 8136325_02 8136337_02 8136336_02  8136132_02 8136169_08
"
165490498;103506;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR SULCADOR DIANTEIRO E ASA 8136324_02 8117781_16 8152615_02 8136325_02 8136337_02 8136336_02  8136132_02 8136169_08
"
165490499;140067;Plant.Cana TMA 2 Linhas;"E_SAFRA_5,00_2 - REVISAR SULCADOR DIANTEIRO E ASA 8136324_02 8117781_16 8152615_02 8136325_02 8136337_02 8136336_02  8136132_02 8136169_08
"
165487899;100801;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO DE CHEKLIST (DEVOLUÇÃO)
"
165487900;100807;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO DE CHEKLIST (DEVOLUÇÃO)
"
165487901;100812;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO DE CHEKLIST (DEVOLUÇÃO)
"
165487902;100813;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO DE CHEKLIST (DEVOLUÇÃO)
"
165487903;168603;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO DE CHEKLIST (DEVOLUÇÃO)
"
119883786;61041;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO CHECKLIST
"
165490512;37062;Plant.Cana TMA 2 Linhas;"E_SAFRA - 0,30_1 - INSTALAR E PADRONIZAR CORRETE DE SEGURANÇA NO CABEÇALHO 8052638_01 CONFORME POP 0085
"
165490540;103504;Plant.Cana TMA 2 Linhas;"E_SAFRA - 0,30_1 - INSTALAR E PADRONIZAR CORRETE DE SEGURANÇA NO CABEÇALHO 8052638_01 CONFORME POP 0085
"
165490541;103505;Plant.Cana TMA 2 Linhas;"E_SAFRA - 0,30_1 - INSTALAR E PADRONIZAR CORRETE DE SEGURANÇA NO CABEÇALHO 8052638_01 CONFORME POP 0085
"
165490542;103506;Plant.Cana TMA 2 Linhas;"E_SAFRA - 0,30_1 - INSTALAR E PADRONIZAR CORRETE DE SEGURANÇA NO CABEÇALHO 8052638_01 CONFORME POP 0085
"
165490543;140067;Plant.Cana TMA 2 Linhas;"E_SAFRA - 0,30_1 - INSTALAR E PADRONIZAR CORRETE DE SEGURANÇA NO CABEÇALHO 8052638_01 CONFORME POP 0085
"
165490545;37062;Plant.Cana TMA 2 Linhas;"E_SAFRA - TROCAR SUPORTE DO SULCADOR DIANTEIRO 8177584_02 8123316_02 8125717_04 8137009_16 8127228_02 8127274_04 8148668_08
"
165490548;103504;Plant.Cana TMA 2 Linhas;"E_SAFRA - TROCAR SUPORTE DO SULCADOR DIANTEIRO 8177584_02 8123316_02 8125717_04 8137009_16 8127228_02 8127274_04 8148668_08
"
165490549;103505;Plant.Cana TMA 2 Linhas;"E_SAFRA - TROCAR SUPORTE DO SULCADOR DIANTEIRO 8177584_02 8123316_02 8125717_04 8137009_16 8127228_02 8127274_04 8148668_08
"
165490550;103506;Plant.Cana TMA 2 Linhas;"E_SAFRA - TROCAR SUPORTE DO SULCADOR DIANTEIRO 8177584_02 8123316_02 8125717_04 8137009_16 8127228_02 8127274_04 8148668_08
"
165490551;140067;Plant.Cana TMA 2 Linhas;"E_SAFRA - TROCAR SUPORTE DO SULCADOR DIANTEIRO 8177584_02 8123316_02 8125717_04 8137009_16 8127228_02 8127274_04 8148668_08
"
119883787;61044;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO CHECKLIST
"
119883788;61046;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO CHECKLIST
"
165488037;10610;Volkswagen 31.320 CNC 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA ELÉTRICO
"
165488051;10649;M.B Axor 3344 Plataforma;"E_SAFRA_15,00_02 - REVISAR SISTEMA ELÉTRICO
"
165488054;10649;M.B Axor 3344 Plataforma;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE CABINE
"
165488219;20525;MB Axor3131 6x4 T.Plantio;"E_SAFRA_15,00_02 - REVISAR SISTEMA ELÉTRICO
"
165488192;23250;Case Puma 230 4x4;"[PERFORMANCE] - PAGAMENTO DE CHECKLIST (DEVOLUÇÃO)
"
165490215;25854;Plant. Cana ATA PCP 1102;"E_SAFRA_2,00_2- Montar sistema do Tanden e roda de profundidade. 8189345_4; 8109230_4; 8136759_2; 8149002_4; 8109255_8; 8136020_2; 8141638_2; 8141637_2.


"
165490217;25855;Plant. Cana ATA PCP 1102;"E_SAFRA_2,00_2- Montar sistema do Tanden e roada de profundidade. 8189345_4; 8109230_4; 8136759_2; 8149002_4; 8109255_8; 8136020_2; 8141638_2; 8141637_2.


"
165490218;25856;Plant. Cana ATA PCP 1102;"E_SAFRA_2,00_2- Montar sistema do Tanden e roda de profundidade. 8189345_4; 8109230_4; 8136759_2; 8149002_4; 8109255_8; 8136020_2; 8141638_2; 8141637_2.


"
165490219;25854;Plant. Cana ATA PCP 1102;"E_SAFRA_2,00_2- Montar Sistema do chassi. 8149598_4; 8135747_32; 8139337_4; 8139343_8; 8139344_4; 8139225_4; 8139243_4; 8135297_2; 8068960_4; 8135884_1; 8135857_1; 8175689_2; 8175717_2; 8135883_2; 8135874_2; 8175668_8; 8109306_2; 8109133_2; 8109116_4; 8109118_1; 8109122_4; 8109134_4; 8135836_12; 8135817_12; 8015289_26; 6041909_136; 6041908_136; 8106052_2; 8105305_1; 8190321_2; 8117128_2; 8159926_1; 8177567_1; 6004277_1.


"
165490552;25855;Plant. Cana ATA PCP 1102;"E_SAFRA_2,00_2- Montar Sistema do chassi. 8149598_4; 8135747_32; 8139337_4; 8139343_8; 8139344_4; 8139225_4; 8139243_4; 8135297_2; 8068960_4; 8135884_1; 8135857_1; 8175689_2; 8175717_2; 8135883_2; 8135874_2; 8175668_8; 8109306_2; 8109133_2; 8109116_4; 8109118_1; 8109122_4; 8109134_4; 8135836_12; 8135817_12; 8015289_26; 6041909_136; 6041908_136; 8106052_2; 8105305_1; 8190321_2; 8117128_2; 8159926_1; 8177567_1; 6004277_1.

"
165490557;25856;Plant. Cana ATA PCP 1102;"E_SAFRA_2,00_2- Montar Sistema do chassi. 8149598_4; 8135747_32; 8139337_4; 8139343_8; 8139344_4; 8139225_4; 8139243_4; 8135297_2; 8068960_4; 8135884_1; 8135857_1; 8175689_2; 8175717_2; 8135883_2; 8135874_2; 8175668_8; 8109306_2; 8109133_2; 8109116_4; 8109118_1; 8109122_4; 8109134_4; 8135836_12; 8135817_12; 8015289_26; 6041909_136; 6041908_136; 8106052_2; 8105305_1; 8190321_2; 8117128_2; 8159926_1; 8177567_1; 6004277_1.

"
165488237;20525;MB Axor3131 6x4 T.Plantio;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE CABINE
"
165488248;103185;SAC 40 X 28 X 7,5REC;"compra de material. 
"
165488549;96673;Volkswagen 31.280 CRM 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA ELÉTRICO
"
165488557;96673;Volkswagen 31.280 CRM 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE CABINE
"
165488562;96691;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA ELÉTRICO
"
165488567;96691;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE CABINE
"
165488578;96694;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA ELÉTRICO
"
165488582;96694;Volkswagen 31.330 CRC 6x4;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE CABINE
"
165490832;37062;Plant.Cana TMA 2 Linhas;"E_SAFRA - 8,00_2 - REVISAR ROLO COMPACTADOR (CARAMBOLA) 8117763_04 8136295_02 8127221_02  8123313_02
"
165490961;103504;Plant.Cana TMA 2 Linhas;"E_SAFRA - 8,00_2 - REVISAR ROLO COMPACTADOR (CARAMBOLA) 8117763_04 8136295_02 8127221_02  8123313_02
"
165490962;103505;Plant.Cana TMA 2 Linhas;"E_SAFRA - 8,00_2 - REVISAR ROLO COMPACTADOR (CARAMBOLA) 8117763_04 8136295_02 8127221_02  8123313_02
"
165490963;103506;Plant.Cana TMA 2 Linhas;"E_SAFRA - 8,00_2 - REVISAR ROLO COMPACTADOR (CARAMBOLA) 8117763_04 8136295_02 8127221_02  8123313_02
"
165490964;140067;Plant.Cana TMA 2 Linhas;"E_SAFRA - 8,00_2 - REVISAR ROLO COMPACTADOR (CARAMBOLA) 8117763_04 8136295_02 8127221_02  8123313_02
"
165489334;100454;John Deere 6110J;"DIA-VN-000 - Troca do filtro diesel 
"
165491260;101519;John Deere CH670 2L Colhe;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema de cabine. Trocar espelho retrovisor L/E, esta quebrado.  8133778_1            f-203 
"
165489445;25854;Plant. Cana ATA PCP 1102;"E_Safra_15,00_2- Revisar sistema elétrico completo.
"
165489450;25855;Plant. Cana ATA PCP 1102;"E_Safra_15,00_2- Revisar sistema elétrico completo.
"
165489453;25856;Plant. Cana ATA PCP 1102;"E_Safra_15,00_2- Revisar sistema elétrico completo.
"
165489484;25854;Plant. Cana ATA PCP 1102;"E_Safra_10,00_2- Desmontar 
"
165489488;25855;Plant. Cana ATA PCP 1102;"E_Safra_10,00_2- Desmontar 
"
165489489;25856;Plant. Cana ATA PCP 1102;"E_Safra_10,00_2- Desmontar 
"
165489492;25854;Plant. Cana ATA PCP 1102;"E_Safra_2,00_2- Desmontar cabeçalho
"
165489493;25855;Plant. Cana ATA PCP 1102;"E_Safra_2,00_2- Desmontar cabeçalho
"
165489494;25856;Plant. Cana ATA PCP 1102;"E_Safra_2,00_2- Desmontar cabeçalho
"
165489495;25854;Plant. Cana ATA PCP 1102;"E_Safra_2,00_2- Desmontar Tanden.
"
165489496;25855;Plant. Cana ATA PCP 1102;"E_Safra_2,00_2- Desmontar Tanden.
"
165489499;25856;Plant. Cana ATA PCP 1102;"E_Safra_2,00_2- Desmontar Tanden.

"
165489748;131232;M.B Axor 3344 Plataforma;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE CABINE
"
165490021;362052;M.B Axor 3344 Plataforma;"SETOR-CAMINHÕES  -  MOTIVO-CARENAGEM E PARALAMA (LD / LE) / ESTRIBO / PORTA DO MOTORISTA (EMBUCHAR) / BORRACHA DA PORTA / AR CONDICIONADO / BANCO DO MOTORISTA / VAZAMENTO MUNCK  -  SOLICITANTE-NEVITON BONIFÁCIO
"
165492121;37062;Plant.Cana TMA 2 Linhas;"E_SAFRA  -REVISAR COMANDO HIDRAULICO 8139334_07 8139335_01 8139336_07
"
165492122;103504;Plant.Cana TMA 2 Linhas;"E_SAFRA  -REVISAR COMANDO HIDRAULICO 8139334_07 8139335_01 8139336_07
"
165492123;103505;Plant.Cana TMA 2 Linhas;"E_SAFRA  -REVISAR COMANDO HIDRAULICO 8139334_07 8139335_01 8139336_07
"
165492124;103506;Plant.Cana TMA 2 Linhas;"E_SAFRA  -REVISAR COMANDO HIDRAULICO 8139334_07 8139335_01 8139336_07
"
165492125;140067;Plant.Cana TMA 2 Linhas;"E_SAFRA  -REVISAR COMANDO HIDRAULICO 8139334_07 8139335_01 8139336_07
"
165492133;102779;John Deere 8270R 4X4;"A_MT_P_MEC_1,00_1 - Inspeção realizada no motor diesel - trocar mangote e abraçadeira da saida da turbina, esta com o mangote danificado pelo capô 8082916_01 8083222_02
"
165492136;102779;John Deere 8270R 4X4;"M_VZ_P_MEC_4,00_2 - Inspeção realizada no sistema hidraulico - trocar kit reparo do comando das VCR traseira, esta com vazamento 8079231_2; 8094863_5; 8078683_1; 8116269_6; 8138678_12; 8183498_2; 8129721_1; 8148489_2; 8146731_2; 8117938_2; 8102121_1; 8183243_1
"
165492321;102779;John Deere 8270R 4X4;"A_OT_P_MEC_1,00_1 - Inspeção realizada na estrutura - instalar proteção inferior dos radiadores,  pondendo pegar toco e danificar o radiador 8149625_01 8149612_04
"
165490009;10649;M.B Axor 3344 Plataforma;"APÓS INSPEÇÃO EQUIPAMENTO ENCAMINHADO PARA OFICINA FIXA: CRUZETA DO CARDAN INTERMEDIÁRIO ESTOURADA
"
165492325;102768;John Deere 8270R 4X4;"A_MT_P_ELE_1,00_1 - Inspeção realizada no motor diesel - Trocar sensor de pressão do trilho de combustivel, esta com código de erro ativo e não faz a leitura corretamente 8084925_01
"
165492327;102768;John Deere 8270R 4X4;"A_MT_P_MEC_1,00_1 - Inspeção realizada no motor diesel - trocar mangote e abraçadeira da saida da turbina, esta com o mangote danificado pelo capô 8082916_01 8083222_02

"
165492328;102768;John Deere 8270R 4X4;"M_OT_P_MEC_1,00_1 - Inspeção realizada no sistema hidraulico - trocar mangueira de pressão do acionamento da ventoinha L/E do motor, manguera sai da vavula de acionamento do varicool L/E do motor, esta ressecada 8157688_01
"
165492330;102768;John Deere 8270R 4X4;"M_TR_P_MEC_0,30_1 - Inspeção realizada no sistema hidraulico - Instalar braçadeira de bloco na tubulação hidraulica que alimenta os cilindro de direção, braçadeira vai proximo ao carcaça do filtro de ar externo lado esquerdo do trator abaixo da tampa do filtro, necessidade de trocar devido ao atrito gerado que esta danificando o tubo hidraulico 8153826_01 
"
165492332;102781;John Deere 8270R 4X4;"A_MT_P_MEC_2,00_2 - Inspeção realizada no motor diesel, trocar damper traseiro do motor, está com trincas na borracha 8118750_1  8144831_01
"
165492376;102781;John Deere 8270R 4X4;"A_VZ_P_MEC_8,00_2 - Inspeção realizada no eixo dianteiro - Trocar vedação e luvas do eixo de entrada, eixo de entrada da tração do diferencial dianteiro esta com vazamento devido falta de lubrificação  8150036_01   8144970_1; 8144881_1; 8144954_1; 8144882_2; 8144940_1; 8149579_1; 8149616_1; 8149617_1; 8149822_1; 8122265_1; 8132640_1; 8107553_1; 8150037_2; 8152595_1 eixo NECESSARIO RECOLHER O TRATOR POIS DEVE SER RETIRADO O DIFERENCIAL
"
165490011;131236;M.B Axor 3344 Plataforma;"APÓS INSPEÇÃO EQUIPAMENTO ENCAMINHADO PARA OFICINA FIXA: CRUZETA DO CARDAN INTERMEDIÁRIO ESTOURADA
"
165492397;102781;John Deere 8270R 4X4;"A_TR_P_MEC_4,00_2 - Inspeção realizada no eixo dianteiro, trocar rolamento inferior e superior do munhão LD, está com folga NECESSARIO CALÇAR O EQUIPAMENTO E REMOVER O PNEU DIANTEIRO, RECOLHER O TRATOR OU UTILIZAR O CAMINHÃO MUNNK 8135197_1; 8123174_1; 8108799_1; 8141231_1; 8058723_1; 8118986_1; 8141270_1; 8158816_1; 8141292_1; 8158818_1; 8153614_1; 8153590_1; 8158817_1; 8153635_1
"
165492404;102781;John Deere 8270R 4X4;"A_TR_P_MEC_2,00_1 - Inspeção realizada no sistema direção - Trocar terminal da barra de direção L/D e L/E, esta com folga 8150480_02 8150490_04 8177726_02
"
165492406;102781;John Deere 8270R 4X4;"M_MT_P_MEC_1,00_1 - Inspeção realizada no motor - trocar mangueira do fornecimento de liquido de arrefecimento do motor ao ar quente, esta adaptado com outro tipo de mangueira ela sai na traseira do motor proximo do bloco  R544348 8157725_01 ( REALIZAR O SERVIÇO COM O MOTOR FRIO )
"
165492416;102768;John Deere 8270R 4X4;"B_MT_P_MEC_1,00_1 - Inspeção realizada no sistema arrefecimento - Trocar mangueira de superior L/E do radiador de agua, esta em atrito com a estrutura e marcas na mangueira RE339861  8141265_01 8146401_02 
"
165492418;102768;John Deere 8270R 4X4;"A_MT_P_MEC_2,00_1 - Inspeção realizada no motor diesel - trocar correia do compressor de ar, esta com ranhuras 8137310_01
"
165490025;131232;M.B Axor 3344 Plataforma;"E_SAFRA_15,00_02 - REVISAR SISTEMA DE MOTOR- 01_8118458, 01_8078976, 01_8118565, 01_8078977, 01_8115325
"
165492420;93187;John Deere 7230 J 4x4;"B_OT_P_MEC_0,30_1 - Inspeção realizada no ar condicionado - Trocar tampa do filtro de ar condicionado externo, esta com entrada de terra saturando o filtro e o motor do ventilador do ar condicionado 8107110_01
"
165492421;93187;John Deere 7230 J 4x4;"B_OT_P_MEC_1,00_1 - Inspeção realizada na estrutura - Instalar paralama traseiro L/E, esta quebrado o atual 8130223_01
"
